,state,avg_temp,anomaly,year,code
4703,Rhode Island,48.7,0.1,1966,RI
4704,Rhode Island,47.7,-0.9,1967,RI
4705,Rhode Island,48.3,-0.3,1968,RI
4706,Rhode Island,48.8,0.2,1969,RI
4707,Rhode Island,48.4,-0.2,1970,RI
4708,Rhode Island,49.1,0.5,1971,RI
4709,Rhode Island,48.0,-0.6,1972,RI
4710,Rhode Island,50.8,2.2,1973,RI
4711,Rhode Island,49.1,0.5,1974,RI
4712,Rhode Island,49.9,1.3,1975,RI
4713,Rhode Island,48.3,-0.3,1976,RI
4714,Rhode Island,49.2,0.6,1977,RI
4715,Rhode Island,47.4,-1.2,1978,RI
4716,Rhode Island,49.7,1.1,1979,RI
4717,Rhode Island,48.5,-0.1,1980,RI
4718,Rhode Island,48.9,0.3,1981,RI
4719,Rhode Island,48.6,0.0,1982,RI
4720,Rhode Island,50.3,1.7,1983,RI
4721,Rhode Island,49.8,1.2,1984,RI
4722,Rhode Island,49.2,0.6,1985,RI
4723,Rhode Island,49.0,0.4,1986,RI
4724,Rhode Island,49.1,0.5,1987,RI
4725,Rhode Island,49.0,0.4,1988,RI
4726,Rhode Island,48.6,0.0,1989,RI
4727,Rhode Island,51.5,2.9,1990,RI
4728,Rhode Island,51.4,2.8,1991,RI
4729,Rhode Island,48.4,-0.2,1992,RI
4730,Rhode Island,49.3,0.7,1993,RI
4731,Rhode Island,49.6,1.0,1994,RI
4732,Rhode Island,49.9,1.3,1995,RI
4733,Rhode Island,49.1,0.5,1996,RI
4734,Rhode Island,49.4,0.8,1997,RI
4735,Rhode Island,52.0,3.4,1998,RI
4736,Rhode Island,51.8,3.2,1999,RI
4737,Rhode Island,49.5,0.9,2000,RI
4738,Rhode Island,51.1,2.5,2001,RI
4739,Rhode Island,51.2,2.6,2002,RI
4740,Rhode Island,49.0,0.4,2003,RI
4741,Rhode Island,49.3,0.7,2004,RI
4742,Rhode Island,50.1,1.5,2005,RI
4743,Rhode Island,51.8,3.2,2006,RI
4744,Rhode Island,50.3,1.7,2007,RI
4745,Rhode Island,50.8,2.2,2008,RI
4746,Rhode Island,49.8,1.2,2009,RI
4747,Rhode Island,52.0,3.4,2010,RI
4748,Rhode Island,51.6,3.0,2011,RI
4749,Rhode Island,52.9,4.3,2012,RI
4750,Rhode Island,50.6,2.0,2013,RI
4751,Rhode Island,49.7,1.1,2014,RI
4752,Rhode Island,50.4,1.8,2015,RI
4753,Rhode Island,52.2,3.6,2016,RI
4754,Rhode Island,51.5,2.9,2017,RI
4755,Rhode Island,51.6,3.0,2018,RI
4756,Rhode Island,50.6,2.0,2019,RI
4757,Rhode Island,52.8,4.2,2020,RI
4758,Rhode Island,52.5,3.9,2021,RI
4759,South Carolina,63.4,1.0,1896,SC
4760,South Carolina,62.9,0.5,1897,SC
4761,South Carolina,62.8,0.4,1898,SC
4762,South Carolina,62.6,0.2,1899,SC
4763,South Carolina,63.0,0.6,1900,SC
4764,South Carolina,60.7,-1.7,1901,SC
4765,South Carolina,62.1,-0.3,1902,SC
4766,South Carolina,61.5,-0.9,1903,SC
4767,South Carolina,60.8,-1.6,1904,SC
4768,South Carolina,61.9,-0.5,1905,SC
4769,South Carolina,62.5,0.1,1906,SC
4770,South Carolina,62.5,0.1,1907,SC
4771,South Carolina,62.9,0.5,1908,SC
4772,South Carolina,62.4,0.0,1909,SC
4773,South Carolina,61.6,-0.8,1910,SC
4774,South Carolina,63.8,1.4,1911,SC
4775,South Carolina,61.6,-0.8,1912,SC
4776,South Carolina,62.8,0.4,1913,SC
4777,South Carolina,61.4,-1.0,1914,SC
4778,South Carolina,61.8,-0.6,1915,SC
4779,South Carolina,62.5,0.1,1916,SC
4780,South Carolina,60.7,-1.7,1917,SC
4781,South Carolina,62.3,-0.1,1918,SC
4782,South Carolina,63.3,0.9,1919,SC
4783,South Carolina,61.3,-1.1,1920,SC
4784,South Carolina,64.1,1.7,1921,SC
4785,South Carolina,63.5,1.1,1922,SC
4786,South Carolina,62.6,0.2,1923,SC
4787,South Carolina,61.2,-1.2,1924,SC
4788,South Carolina,63.7,1.3,1925,SC
4789,South Carolina,62.4,0.0,1926,SC
4790,South Carolina,63.6,1.2,1927,SC
4791,South Carolina,61.9,-0.5,1928,SC
4792,South Carolina,62.4,0.0,1929,SC
4793,South Carolina,62.1,-0.3,1930,SC
4794,South Carolina,63.4,1.0,1931,SC
4795,South Carolina,63.9,1.5,1932,SC
4796,South Carolina,64.3,1.9,1933,SC
4797,South Carolina,62.6,0.2,1934,SC
4798,South Carolina,62.6,0.2,1935,SC
4799,South Carolina,62.6,0.2,1936,SC
4800,South Carolina,62.2,-0.2,1937,SC
4801,South Carolina,63.5,1.1,1938,SC
4802,South Carolina,63.7,1.3,1939,SC
4803,South Carolina,60.8,-1.6,1940,SC
4804,South Carolina,62.7,0.3,1941,SC
4805,South Carolina,62.6,0.2,1942,SC
4806,South Carolina,62.3,-0.1,1943,SC
4807,South Carolina,62.4,0.0,1944,SC
4808,South Carolina,63.3,0.9,1945,SC
4809,South Carolina,63.6,1.2,1946,SC
4810,South Carolina,61.8,-0.6,1947,SC
4811,South Carolina,62.8,0.4,1948,SC
4812,South Carolina,63.8,1.4,1949,SC
4813,South Carolina,62.5,0.1,1950,SC
4814,South Carolina,62.6,0.2,1951,SC
4815,South Carolina,63.0,0.6,1952,SC
4816,South Carolina,63.5,1.1,1953,SC
4817,South Carolina,63.3,0.9,1954,SC
4818,South Carolina,62.5,0.1,1955,SC
4819,South Carolina,63.1,0.7,1956,SC
4820,South Carolina,63.0,0.6,1957,SC
4821,South Carolina,60.7,-1.7,1958,SC
4822,South Carolina,62.7,0.3,1959,SC
4823,South Carolina,61.0,-1.4,1960,SC
4824,South Carolina,61.7,-0.7,1961,SC
4825,South Carolina,61.8,-0.6,1962,SC
4826,South Carolina,60.7,-1.7,1963,SC
4827,South Carolina,61.7,-0.7,1964,SC
4828,South Carolina,62.2,-0.2,1965,SC
4829,South Carolina,60.7,-1.7,1966,SC
4830,South Carolina,61.1,-1.3,1967,SC
4831,South Carolina,60.8,-1.6,1968,SC
4832,South Carolina,60.7,-1.7,1969,SC
4833,South Carolina,62.3,-0.1,1970,SC
4834,South Carolina,62.4,0.0,1971,SC
4835,South Carolina,62.1,-0.3,1972,SC
4836,South Carolina,62.6,0.2,1973,SC
4837,South Carolina,63.0,0.6,1974,SC
4838,South Carolina,63.1,0.7,1975,SC
4839,South Carolina,60.9,-1.5,1976,SC
4840,South Carolina,62.2,-0.2,1977,SC
4841,South Carolina,61.6,-0.8,1978,SC
4842,South Carolina,61.5,-0.9,1979,SC
4843,South Carolina,61.9,-0.5,1980,SC
4844,South Carolina,61.2,-1.2,1981,SC
4845,South Carolina,62.7,0.3,1982,SC
4846,South Carolina,61.3,-1.1,1983,SC
4847,South Carolina,62.4,0.0,1984,SC
4848,South Carolina,63.0,0.6,1985,SC
4849,South Carolina,64.1,1.7,1986,SC
4850,South Carolina,62.3,-0.1,1987,SC
4851,South Carolina,61.2,-1.2,1988,SC
4852,South Carolina,62.2,-0.2,1989,SC
4853,South Carolina,65.0,2.6,1990,SC
4854,South Carolina,63.8,1.4,1991,SC
4855,South Carolina,61.9,-0.5,1992,SC
4856,South Carolina,62.6,0.2,1993,SC
4857,South Carolina,62.8,0.4,1994,SC
4858,South Carolina,62.5,0.1,1995,SC
4859,South Carolina,61.8,-0.6,1996,SC
4860,South Carolina,62.2,-0.2,1997,SC
4861,South Carolina,64.7,2.3,1998,SC
4862,South Carolina,63.4,1.0,1999,SC
4863,South Carolina,62.2,-0.2,2000,SC
4864,South Carolina,63.3,0.9,2001,SC
4865,South Carolina,63.7,1.3,2002,SC
4866,South Carolina,62.4,0.0,2003,SC
4867,South Carolina,63.2,0.8,2004,SC
4868,South Carolina,63.1,0.7,2005,SC
4869,South Carolina,63.6,1.2,2006,SC
4870,South Carolina,64.3,1.9,2007,SC
4871,South Carolina,62.9,0.5,2008,SC
4872,South Carolina,62.7,0.3,2009,SC
4873,South Carolina,62.6,0.2,2010,SC
4874,South Carolina,64.1,1.7,2011,SC
4875,South Carolina,64.5,2.1,2012,SC
4876,South Carolina,62.3,-0.1,2013,SC
4877,South Carolina,62.2,-0.2,2014,SC
4878,South Carolina,64.5,2.1,2015,SC
4879,South Carolina,64.9,2.5,2016,SC
4880,South Carolina,65.1,2.7,2017,SC
4881,South Carolina,64.3,1.9,2018,SC
4882,South Carolina,65.0,2.6,2019,SC
4883,South Carolina,64.6,2.2,2020,SC
4884,South Carolina,63.7,1.3,2021,SC
4885,South Dakota,42.5,-2.1,1896,SD
4886,South Dakota,42.6,-2.0,1897,SD
4887,South Dakota,43.5,-1.1,1898,SD
4888,South Dakota,41.8,-2.8,1899,SD
4889,South Dakota,46.2,1.6,1900,SD
4890,South Dakota,45.6,1.0,1901,SD
4891,South Dakota,43.3,-1.3,1902,SD
4892,South Dakota,42.7,-1.9,1903,SD
4893,South Dakota,43.1,-1.5,1904,SD
4894,South Dakota,43.1,-1.5,1905,SD
4895,South Dakota,44.0,-0.6,1906,SD
4896,South Dakota,42.8,-1.8,1907,SD
4897,South Dakota,45.1,0.5,1908,SD
4898,South Dakota,42.7,-1.9,1909,SD
4899,South Dakota,45.2,0.6,1910,SD
4900,South Dakota,44.1,-0.5,1911,SD
4901,South Dakota,42.8,-1.8,1912,SD
4902,South Dakota,44.6,0.0,1913,SD
4903,South Dakota,44.9,0.3,1914,SD
4904,South Dakota,42.7,-1.9,1915,SD
4905,South Dakota,41.5,-3.1,1916,SD
4906,South Dakota,41.0,-3.6,1917,SD
4907,South Dakota,44.3,-0.3,1918,SD
4908,South Dakota,43.4,-1.2,1919,SD
4909,South Dakota,43.8,-0.8,1920,SD
4910,South Dakota,47.1,2.5,1921,SD
4911,South Dakota,43.7,-0.9,1922,SD
4912,South Dakota,44.9,0.3,1923,SD
4913,South Dakota,42.2,-2.4,1924,SD
4914,South Dakota,45.0,0.4,1925,SD
4915,South Dakota,45.0,0.4,1926,SD
4916,South Dakota,42.6,-2.0,1927,SD
4917,South Dakota,45.2,0.6,1928,SD
4918,South Dakota,42.1,-2.5,1929,SD
4919,South Dakota,45.6,1.0,1930,SD
4920,South Dakota,48.7,4.1,1931,SD
4921,South Dakota,44.0,-0.6,1932,SD
4922,South Dakota,46.7,2.1,1933,SD
4923,South Dakota,48.2,3.6,1934,SD
4924,South Dakota,44.9,0.3,1935,SD
4925,South Dakota,43.7,-0.9,1936,SD
4926,South Dakota,43.3,-1.3,1937,SD
4927,South Dakota,46.6,2.0,1938,SD
4928,South Dakota,47.2,2.6,1939,SD
4929,South Dakota,44.8,0.2,1940,SD
4930,South Dakota,46.5,1.9,1941,SD
4931,South Dakota,44.7,0.1,1942,SD
4932,South Dakota,44.7,0.1,1943,SD
4933,South Dakota,44.2,-0.4,1944,SD
4934,South Dakota,43.7,-0.9,1945,SD
4935,South Dakota,46.0,1.4,1946,SD
4936,South Dakota,44.4,-0.2,1947,SD
4937,South Dakota,44.5,-0.1,1948,SD
4938,South Dakota,44.4,-0.2,1949,SD
4939,South Dakota,40.9,-3.7,1950,SD
4940,South Dakota,40.9,-3.7,1951,SD
4941,South Dakota,44.7,0.1,1952,SD
4942,South Dakota,46.1,1.5,1953,SD
4943,South Dakota,46.1,1.5,1954,SD
4944,South Dakota,44.4,-0.2,1955,SD
4945,South Dakota,44.6,0.0,1956,SD
4946,South Dakota,44.2,-0.4,1957,SD
4947,South Dakota,45.0,0.4,1958,SD
4948,South Dakota,44.4,-0.2,1959,SD
4949,South Dakota,43.7,-0.9,1960,SD
4950,South Dakota,45.1,0.5,1961,SD
4951,South Dakota,44.3,-0.3,1962,SD
4952,South Dakota,46.5,1.9,1963,SD
4953,South Dakota,44.8,0.2,1964,SD
4954,South Dakota,43.3,-1.3,1965,SD
4955,South Dakota,43.3,-1.3,1966,SD
4956,South Dakota,44.2,-0.4,1967,SD
4957,South Dakota,44.2,-0.4,1968,SD
4958,South Dakota,43.6,-1.0,1969,SD
4959,South Dakota,43.6,-1.0,1970,SD
4960,South Dakota,43.7,-0.9,1971,SD
4961,South Dakota,42.6,-2.0,1972,SD
4962,South Dakota,46.0,1.4,1973,SD
4963,South Dakota,46.0,1.4,1974,SD
4964,South Dakota,44.0,-0.6,1975,SD
4965,South Dakota,46.2,1.6,1976,SD
4966,South Dakota,45.6,1.0,1977,SD
4967,South Dakota,42.2,-2.4,1978,SD
4968,South Dakota,42.6,-2.0,1979,SD
4969,South Dakota,46.2,1.6,1980,SD
4970,South Dakota,47.5,2.9,1981,SD
4971,South Dakota,43.0,-1.6,1982,SD
4972,South Dakota,45.0,0.4,1983,SD
4973,South Dakota,45.0,0.4,1984,SD
4974,South Dakota,42.9,-1.7,1985,SD
4975,South Dakota,45.8,1.2,1986,SD
4976,South Dakota,48.6,4.0,1987,SD
4977,South Dakota,46.7,2.1,1988,SD
4978,South Dakota,44.3,-0.3,1989,SD
4979,South Dakota,46.9,2.3,1990,SD
4980,South Dakota,46.8,2.2,1991,SD
4981,South Dakota,45.6,1.0,1992,SD
4982,South Dakota,42.3,-2.3,1993,SD
4983,South Dakota,44.9,0.3,1994,SD
4984,South Dakota,44.7,0.1,1995,SD
4985,South Dakota,41.6,-3.0,1996,SD
4986,South Dakota,44.8,0.2,1997,SD
4987,South Dakota,47.4,2.8,1998,SD
4988,South Dakota,47.8,3.2,1999,SD
4989,South Dakota,46.0,1.4,2000,SD
4990,South Dakota,46.5,1.9,2001,SD
4991,South Dakota,46.2,1.6,2002,SD
4992,South Dakota,46.1,1.5,2003,SD
4993,South Dakota,46.3,1.7,2004,SD
4994,South Dakota,47.3,2.7,2005,SD
4995,South Dakota,48.1,3.5,2006,SD
4996,South Dakota,46.8,2.2,2007,SD
4997,South Dakota,43.8,-0.8,2008,SD
4998,South Dakota,43.6,-1.0,2009,SD
4999,South Dakota,45.1,0.5,2010,SD
5000,South Dakota,44.8,0.2,2011,SD
5001,South Dakota,49.3,4.7,2012,SD
5002,South Dakota,44.0,-0.6,2013,SD
5003,South Dakota,43.7,-0.9,2014,SD
5004,South Dakota,47.5,2.9,2015,SD
5005,South Dakota,48.4,3.8,2016,SD
5006,South Dakota,46.8,2.2,2017,SD
5007,South Dakota,44.1,-0.5,2018,SD
5008,South Dakota,42.3,-2.3,2019,SD
5009,South Dakota,46.8,2.2,2020,SD
5010,South Dakota,48.0,3.4,2021,SD
5011,Tennessee,58.6,0.9,1896,TN
5012,Tennessee,58.6,0.9,1897,TN
5013,Tennessee,58.3,0.6,1898,TN
5014,Tennessee,57.7,0.0,1899,TN
5015,Tennessee,58.5,0.8,1900,TN
5016,Tennessee,56.2,-1.5,1901,TN
5017,Tennessee,57.6,-0.1,1902,TN
5018,Tennessee,56.8,-0.9,1903,TN
5019,Tennessee,56.7,-1.0,1904,TN
5020,Tennessee,57.0,-0.7,1905,TN
5021,Tennessee,57.7,0.0,1906,TN
5022,Tennessee,57.9,0.2,1907,TN
5023,Tennessee,58.6,0.9,1908,TN
5024,Tennessee,58.1,0.4,1909,TN
5025,Tennessee,56.8,-0.9,1910,TN
5026,Tennessee,59.7,2.0,1911,TN
5027,Tennessee,56.3,-1.4,1912,TN
5028,Tennessee,58.7,1.0,1913,TN
5029,Tennessee,57.7,0.0,1914,TN
5030,Tennessee,57.6,-0.1,1915,TN
5031,Tennessee,57.7,0.0,1916,TN
5032,Tennessee,55.4,-2.3,1917,TN
5033,Tennessee,58.0,0.3,1918,TN
5034,Tennessee,58.8,1.1,1919,TN
5035,Tennessee,56.9,-0.8,1920,TN
5036,Tennessee,60.6,2.9,1921,TN
5037,Tennessee,59.4,1.7,1922,TN
5038,Tennessee,58.0,0.3,1923,TN
5039,Tennessee,56.2,-1.5,1924,TN
5040,Tennessee,59.3,1.6,1925,TN
5041,Tennessee,57.4,-0.3,1926,TN
5042,Tennessee,59.3,1.6,1927,TN
5043,Tennessee,57.0,-0.7,1928,TN
5044,Tennessee,57.4,-0.3,1929,TN
5045,Tennessee,58.1,0.4,1930,TN
5046,Tennessee,59.3,1.6,1931,TN
5047,Tennessee,58.7,1.0,1932,TN
5048,Tennessee,59.5,1.8,1933,TN
5049,Tennessee,58.4,0.7,1934,TN
5050,Tennessee,58.0,0.3,1935,TN
5051,Tennessee,58.3,0.6,1936,TN
5052,Tennessee,57.6,-0.1,1937,TN
5053,Tennessee,59.4,1.7,1938,TN
5054,Tennessee,58.8,1.1,1939,TN
5055,Tennessee,55.7,-2.0,1940,TN
5056,Tennessee,58.7,1.0,1941,TN
5057,Tennessee,57.4,-0.3,1942,TN
5058,Tennessee,57.6,-0.1,1943,TN
5059,Tennessee,58.1,0.4,1944,TN
5060,Tennessee,57.7,0.0,1945,TN
5061,Tennessee,58.9,1.2,1946,TN
5062,Tennessee,56.8,-0.9,1947,TN
5063,Tennessee,57.7,0.0,1948,TN
5064,Tennessee,58.8,1.1,1949,TN
5065,Tennessee,57.1,-0.6,1950,TN
5066,Tennessee,57.6,-0.1,1951,TN
5067,Tennessee,58.5,0.8,1952,TN
5068,Tennessee,58.9,1.2,1953,TN
5069,Tennessee,59.0,1.3,1954,TN
5070,Tennessee,58.0,0.3,1955,TN
5071,Tennessee,58.6,0.9,1956,TN
5072,Tennessee,58.5,0.8,1957,TN
5073,Tennessee,55.6,-2.1,1958,TN
5074,Tennessee,57.8,0.1,1959,TN
5075,Tennessee,55.8,-1.9,1960,TN
5076,Tennessee,56.7,-1.0,1961,TN
5077,Tennessee,57.2,-0.5,1962,TN
5078,Tennessee,56.0,-1.7,1963,TN
5079,Tennessee,57.4,-0.3,1964,TN
5080,Tennessee,57.8,0.1,1965,TN
5081,Tennessee,56.2,-1.5,1966,TN
5082,Tennessee,56.7,-1.0,1967,TN
5083,Tennessee,56.1,-1.6,1968,TN
5084,Tennessee,56.1,-1.6,1969,TN
5085,Tennessee,57.1,-0.6,1970,TN
5086,Tennessee,57.7,0.0,1971,TN
5087,Tennessee,57.2,-0.5,1972,TN
5088,Tennessee,58.3,0.6,1973,TN
5089,Tennessee,57.7,0.0,1974,TN
5090,Tennessee,57.8,0.1,1975,TN
5091,Tennessee,55.5,-2.2,1976,TN
5092,Tennessee,57.3,-0.4,1977,TN
5093,Tennessee,56.1,-1.6,1978,TN
5094,Tennessee,55.8,-1.9,1979,TN
5095,Tennessee,57.2,-0.5,1980,TN
5096,Tennessee,56.7,-1.0,1981,TN
5097,Tennessee,57.6,-0.1,1982,TN
5098,Tennessee,56.7,-1.0,1983,TN
5099,Tennessee,57.5,-0.2,1984,TN
5100,Tennessee,57.3,-0.4,1985,TN
5101,Tennessee,58.8,1.1,1986,TN
5102,Tennessee,58.4,0.7,1987,TN
5103,Tennessee,56.7,-1.0,1988,TN
5104,Tennessee,56.6,-1.1,1989,TN
5105,Tennessee,59.4,1.7,1990,TN
5106,Tennessee,59.1,1.4,1991,TN
5107,Tennessee,57.0,-0.7,1992,TN
5108,Tennessee,57.2,-0.5,1993,TN
5109,Tennessee,57.6,-0.1,1994,TN
5110,Tennessee,57.4,-0.3,1995,TN
5111,Tennessee,56.6,-1.1,1996,TN
5112,Tennessee,56.8,-0.9,1997,TN
5113,Tennessee,60.2,2.5,1998,TN
5114,Tennessee,59.3,1.6,1999,TN
5115,Tennessee,58.0,0.3,2000,TN
5116,Tennessee,58.2,0.5,2001,TN
5117,Tennessee,58.7,1.0,2002,TN
5118,Tennessee,57.5,-0.2,2003,TN
5119,Tennessee,58.5,0.8,2004,TN
5120,Tennessee,58.8,1.1,2005,TN
5121,Tennessee,58.9,1.2,2006,TN
5122,Tennessee,59.9,2.2,2007,TN
5123,Tennessee,57.6,-0.1,2008,TN
5124,Tennessee,57.6,-0.1,2009,TN
5125,Tennessee,57.9,0.2,2010,TN
5126,Tennessee,58.9,1.2,2011,TN
5127,Tennessee,60.3,2.6,2012,TN
5128,Tennessee,57.1,-0.6,2013,TN
5129,Tennessee,56.6,-1.1,2014,TN
5130,Tennessee,59.0,1.3,2015,TN
5131,Tennessee,60.3,2.6,2016,TN
5132,Tennessee,60.0,2.3,2017,TN
5133,Tennessee,59.1,1.4,2018,TN
5134,Tennessee,59.8,2.1,2019,TN
5135,Tennessee,59.3,1.6,2020,TN
5136,Tennessee,59.0,1.3,2021,TN
5137,Texas,65.1,0.5,1896,TX
5138,Texas,64.4,-0.2,1897,TX
5139,Texas,63.9,-0.7,1898,TX
5140,Texas,64.0,-0.6,1899,TX
5141,Texas,64.8,0.2,1900,TX
5142,Texas,65.0,0.4,1901,TX
5143,Texas,65.4,0.8,1902,TX
5144,Texas,62.7,-1.9,1903,TX
5145,Texas,64.7,0.1,1904,TX
5146,Texas,63.2,-1.4,1905,TX
5147,Texas,63.6,-1.0,1906,TX
5148,Texas,65.6,1.0,1907,TX
5149,Texas,65.0,0.4,1908,TX
5150,Texas,65.4,0.8,1909,TX
5151,Texas,65.4,0.8,1910,TX
5152,Texas,65.8,1.2,1911,TX
5153,Texas,63.1,-1.5,1912,TX
5154,Texas,63.2,-1.4,1913,TX
5155,Texas,63.7,-0.9,1914,TX
5156,Texas,63.8,-0.8,1915,TX
5157,Texas,65.3,0.7,1916,TX
5158,Texas,64.3,-0.3,1917,TX
5159,Texas,64.5,-0.1,1918,TX
5160,Texas,63.3,-1.3,1919,TX
5161,Texas,63.8,-0.8,1920,TX
5162,Texas,66.4,1.8,1921,TX
5163,Texas,65.3,0.7,1922,TX
5164,Texas,64.4,-0.2,1923,TX
5165,Texas,63.6,-1.0,1924,TX
5166,Texas,65.5,0.9,1925,TX
5167,Texas,64.0,-0.6,1926,TX
5168,Texas,66.4,1.8,1927,TX
5169,Texas,64.5,-0.1,1928,TX
5170,Texas,64.0,-0.6,1929,TX
5171,Texas,64.2,-0.4,1930,TX
5172,Texas,64.7,0.1,1931,TX
5173,Texas,63.9,-0.7,1932,TX
5174,Texas,66.6,2.0,1933,TX
5175,Texas,66.5,1.9,1934,TX
5176,Texas,65.0,0.4,1935,TX
5177,Texas,64.1,-0.5,1936,TX
5178,Texas,64.5,-0.1,1937,TX
5179,Texas,65.9,1.3,1938,TX
5180,Texas,65.7,1.1,1939,TX
5181,Texas,63.5,-1.1,1940,TX
5182,Texas,64.1,-0.5,1941,TX
5183,Texas,63.9,-0.7,1942,TX
5184,Texas,64.7,0.1,1943,TX
5185,Texas,64.4,-0.2,1944,TX
5186,Texas,65.1,0.5,1945,TX
5187,Texas,65.7,1.1,1946,TX
5188,Texas,64.0,-0.6,1947,TX
5189,Texas,64.6,0.0,1948,TX
5190,Texas,64.2,-0.4,1949,TX
5191,Texas,65.4,0.8,1950,TX
5192,Texas,65.3,0.7,1951,TX
5193,Texas,65.0,0.4,1952,TX
5194,Texas,65.8,1.2,1953,TX
5195,Texas,66.6,2.0,1954,TX
5196,Texas,65.2,0.6,1955,TX
5197,Texas,66.0,1.4,1956,TX
5198,Texas,64.6,0.0,1957,TX
5199,Texas,63.4,-1.2,1958,TX
5200,Texas,63.7,-0.9,1959,TX
5201,Texas,63.7,-0.9,1960,TX
5202,Texas,63.4,-1.2,1961,TX
5203,Texas,65.1,0.5,1962,TX
5204,Texas,65.2,0.6,1963,TX
5205,Texas,64.7,0.1,1964,TX
5206,Texas,65.1,0.5,1965,TX
5207,Texas,63.5,-1.1,1966,TX
5208,Texas,64.9,0.3,1967,TX
5209,Texas,63.1,-1.5,1968,TX
5210,Texas,64.5,-0.1,1969,TX
5211,Texas,63.7,-0.9,1970,TX
5212,Texas,64.9,0.3,1971,TX
5213,Texas,64.4,-0.2,1972,TX
5214,Texas,63.7,-0.9,1973,TX
5215,Texas,64.5,-0.1,1974,TX
5216,Texas,63.8,-0.8,1975,TX
5217,Texas,62.8,-1.8,1976,TX
5218,Texas,65.3,0.7,1977,TX
5219,Texas,63.8,-0.8,1978,TX
5220,Texas,62.9,-1.7,1979,TX
5221,Texas,65.0,0.4,1980,TX
5222,Texas,65.0,0.4,1981,TX
5223,Texas,64.6,0.0,1982,TX
5224,Texas,63.4,-1.2,1983,TX
5225,Texas,64.8,0.2,1984,TX
5226,Texas,64.4,-0.2,1985,TX
5227,Texas,65.5,0.9,1986,TX
5228,Texas,63.8,-0.8,1987,TX
5229,Texas,64.3,-0.3,1988,TX
5230,Texas,64.3,-0.3,1989,TX
5231,Texas,65.6,1.0,1990,TX
5232,Texas,64.8,0.2,1991,TX
5233,Texas,64.4,-0.2,1992,TX
5234,Texas,64.1,-0.5,1993,TX
5235,Texas,65.6,1.0,1994,TX
5236,Texas,65.2,0.6,1995,TX
5237,Texas,65.4,0.8,1996,TX
5238,Texas,63.9,-0.7,1997,TX
5239,Texas,67.0,2.4,1998,TX
5240,Texas,66.6,2.0,1999,TX
5241,Texas,66.5,1.9,2000,TX
5242,Texas,65.7,1.1,2001,TX
5243,Texas,65.0,0.4,2002,TX
5244,Texas,65.5,0.9,2003,TX
5245,Texas,65.2,0.6,2004,TX
5246,Texas,66.0,1.4,2005,TX
5247,Texas,67.1,2.5,2006,TX
5248,Texas,64.8,0.2,2007,TX
5249,Texas,65.5,0.9,2008,TX
5250,Texas,65.8,1.2,2009,TX
5251,Texas,65.1,0.5,2010,TX
5252,Texas,67.3,2.7,2011,TX
5253,Texas,67.8,3.2,2012,TX
5254,Texas,65.1,0.5,2013,TX
5255,Texas,64.8,0.2,2014,TX
5256,Texas,65.8,1.2,2015,TX
5257,Texas,67.2,2.6,2016,TX
5258,Texas,67.3,2.7,2017,TX
5259,Texas,66.0,1.4,2018,TX
5260,Texas,65.9,1.3,2019,TX
5261,Texas,66.9,2.3,2020,TX
5262,Texas,66.1,1.5,2021,TX
5263,Utah,47.2,-0.3,1896,UT
5264,Utah,45.8,-1.7,1897,UT
5265,Utah,45.1,-2.4,1898,UT
5266,Utah,46.2,-1.3,1899,UT
5267,Utah,48.2,0.7,1900,UT
5268,Utah,47.9,0.4,1901,UT
5269,Utah,47.0,-0.5,1902,UT
5270,Utah,45.2,-2.3,1903,UT
5271,Utah,47.2,-0.3,1904,UT
5272,Utah,46.3,-1.2,1905,UT
5273,Utah,46.8,-0.7,1906,UT
5274,Utah,47.9,0.4,1907,UT
5275,Utah,45.6,-1.9,1908,UT
5276,Utah,46.4,-1.1,1909,UT
5277,Utah,49.0,1.5,1910,UT
5278,Utah,46.6,-0.9,1911,UT
5279,Utah,45.4,-2.1,1912,UT
5280,Utah,45.8,-1.7,1913,UT
5281,Utah,47.5,0.0,1914,UT
5282,Utah,47.0,-0.5,1915,UT
5283,Utah,46.0,-1.5,1916,UT
5284,Utah,45.8,-1.7,1917,UT
5285,Utah,47.4,-0.1,1918,UT
5286,Utah,46.7,-0.8,1919,UT
5287,Utah,46.1,-1.4,1920,UT
5288,Utah,48.9,1.4,1921,UT
5289,Utah,46.3,-1.2,1922,UT
5290,Utah,45.9,-1.6,1923,UT
5291,Utah,46.2,-1.3,1924,UT
5292,Utah,47.4,-0.1,1925,UT
5293,Utah,48.6,1.1,1926,UT
5294,Utah,47.7,0.2,1927,UT
5295,Utah,47.7,0.2,1928,UT
5296,Utah,46.4,-1.1,1929,UT
5297,Utah,46.2,-1.3,1930,UT
5298,Utah,47.6,0.1,1931,UT
5299,Utah,45.9,-1.6,1932,UT
5300,Utah,47.2,-0.3,1933,UT
5301,Utah,51.3,3.8,1934,UT
5302,Utah,48.0,0.5,1935,UT
5303,Utah,48.8,1.3,1936,UT
5304,Utah,47.1,-0.4,1937,UT
5305,Utah,48.1,0.6,1938,UT
5306,Utah,48.3,0.8,1939,UT
5307,Utah,49.6,2.1,1940,UT
5308,Utah,47.2,-0.3,1941,UT
5309,Utah,47.1,-0.4,1942,UT
5310,Utah,49.1,1.6,1943,UT
5311,Utah,46.2,-1.3,1944,UT
